Taxa,/N/dc2/scratch/hleffler/kraken_report/SRR9649760_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649757_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649758_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649759_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649755_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649754_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649756_kraken_report
Dyodeltapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Iotapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Omegapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alefpapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rudivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betalipothrixvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltalipothrixvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammalipothrixvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ascovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Toursvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphatrevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gequatrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sinsheimervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Spiromicrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bdellomicrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chlamydiamicrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bicaudavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betanudivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphanudivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sputnikvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ambidensovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Iteradensovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brevidensovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepandensovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Penstyldensovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bocaparvovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dependoparvovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erythroparvovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chapparvovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Amdoparvovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Protoparvovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aveparvovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Copiparvovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tetraparvovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betapolyomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphapolyomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltapolyomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammapolyomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Muscavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Glossinavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fibrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Inovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vespertiliovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Saetivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lineavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Habenivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Plectrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Whispovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Porprismacovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bovismacovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cosmacovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dragsmacovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Drosmacovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Huchismacovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthohepadnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avihepadnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ampullavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betasatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltasatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gyrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphatorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betatorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammatorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltatorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Epsilontorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Zetatorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Etatorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thetatorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Iotatorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kappatorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lambdatorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mutorquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Plasmavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphapleolipovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betapleolipovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammapleolipovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gemykibivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gemycircularvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gemykolovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gemyduguivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gemygorvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gemykrogvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gemykroznavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gemytondvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gemyvongvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Circovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cyclovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphaturrivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Diatodnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kieseladnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Protobacilladnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphaportoglobovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphaovalivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphaspiravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ageyesisatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clecrusatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Colecusatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gosmusatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Babusatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostunsatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fabenesatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Milvetsatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mivedwarsatellite,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bidensovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clavavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dinodnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salterprovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betaguttavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Globulovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nanovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Babuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Asfivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Corticovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphatectivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betatectivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammatectivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
