Taxa,/N/dc2/scratch/hleffler/kraken_report/SRR9649760_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649757_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649758_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649759_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649755_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649754_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649756_kraken_report
Burkholderia virus phiE255,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus P1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus RCS47,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus SJ46,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aeromonas virus 56,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus Mu,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia phage D108,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella virus SfMu,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Geobacillus virus GBSV1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium virus phiC2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium virus phiCD119,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium virus phiCD27,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiMMP02,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage CDMH1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCDHM19,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCD505,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiMMP01,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiMMP03,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia virus BcepNazgul,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella virus JD001,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella virus KpV52,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella virus KpV80,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus SPN3US,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Edwardsiella virus GF2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus KIL2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus KIL4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brevibacillus virus Abouo,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brevibacillus virus Davies,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus EL,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus SEN34,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage UmaThurman,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage ul36,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCD111,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erysipelothrix phage SE-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage 949,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brevibacillus phage Sundance,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium phage DS6A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus phage vB_BanS-Tsamsa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium phage Sparky,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage c-st,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Microbacterium phage vB_MoxS-ISF9,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ruegeria phage DSS3-P1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tsukamurella phage TPA4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage Phinally,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salicola phage CGphi29,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium phage Adler,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage GTE6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage GTE8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage GTE5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Actinoplanes phage phiAsp2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage PS-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caulobacter phage CcrColossus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizobium phage 16-3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Marinomonas phage P12026,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium phage Dori,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage Blueberry,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio phage SIO-2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia phage Eta,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiSM101,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodobacter phage RcapNL,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodococcus phage REQ2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage 1706,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Planktothrix phage PaV-LD,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter phage IME_AB3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodovulum phage RS1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage 5093,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cyanophage PSS2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodococcus phage ReqiDocB7,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodococcus phage ReqiPine5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium phage Bipper,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage Terapin,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptomyces phage SF3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage phiadh,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage GMA4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage Utz,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCTP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage GRU1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacteroides phage B124-14,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage Lucky10,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Weissella phage WCP30,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage McGonagall,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter phage ENT47670,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter phage ENT39118,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tsukamurella phage TPA2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudoalteromonas phage H105/1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermoanaerobacterium phage THSA-485A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brochothrix phage BL3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage CaptainKirk2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptomyces phage phiSASD1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage CarolAnn,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage 1358,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salinibacter virus M8CRM-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptomyces phage BillNye,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paracoccus phage vB_PmaS-R3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage GMA5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Geobacillus virus E3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Idiomarinaceae phage Phi1M2-2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage Str-PAP-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sinorhizobium phage phiLM21,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shewanella sp. phage 3/49,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Achromobacter phage JWF,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Achromobacter phage phiAxp-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage GMA1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage phiL47,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cellulophaga phage phi19:1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodococcus phage REQ1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage GRU3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Achromobacter phage phiAxp-2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiNJ2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudoalteromonas phage Pq0,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage PhiS63,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage GE1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacterial phage mEp390,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phi8074-B1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus phage vB_BhaS-171,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage SpSL1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage SM1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Listonella phage phiHSIC,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage Lrm1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage PH15,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage Lc-Nu,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavobacterium phage 11b,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Listeria phage P40,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia phage PY54,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Archaeal BJ1 virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas phage S1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptomyces phage mu1/6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCP26F,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phi3626,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage P087,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methanobacterium phage psiM2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage bIL286,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio phage VpKK5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0468-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage bIL285,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage bIL311,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus prophage Lj928,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus prophage Lj965,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage MM1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage ES18,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacteroides phage B40-8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptomyces phage SF1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0462,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0460-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage Dp-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0468-2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0131-2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0131-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0031,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage phig1e,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage A2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0004,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCD146,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptomyces phage VWB,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage Ldl1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage WRP3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methanothermobacter phage psiM100,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCT19406A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCT19406C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCTC2A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage LfeSau,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Temperate phage phiNIH1.1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mannheimia phage vB_MhS_535AP2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mannheimia phage vB_MhS_587AP2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mannheimia phage vB_MhS_1152AP2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage APCM01,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCD211,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage M102AD,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage bIL312,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage bIL310,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Listeria phage vB_LmoS_188,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Listeria phage vB_LmoS_293,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage bIL309,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudoalteromonas phage H103,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Verrucomicrobia phage P8625,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus phage phi4B1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus phage phi4J1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage 50101,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage PLgT-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage Guacamole,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Listeria phage A118,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonia phage Obliviate,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage PL-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage JCL1032,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage TP901-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage T12,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage Tuc2009,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage BK5-T,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage MD8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus phage PfEFR-5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage 28201,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage PLE2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage 63301,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage 98201,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodovulum phage vB_RhkS_P1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudoalteromonas phage BS5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage phiLC3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage LL-H,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus phage SPP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter phage vB_AbaS_Loki,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salinibacter virus M8CC-19,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus phage phi105,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage phi80,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterococcus phage phiFL4A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage JBD44,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0746,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0923,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage A25,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brucella phage BiPBO1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Staphylococcus phage StB20-like,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage CL1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage CL2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage iA2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage iLp84,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage iLp1308,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterococcus phage vB_EfaS_IME197,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage YMC11/02/R656,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactococcus phage r1t,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phiARI0468-4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage YMC11/07/P54_PAE_BP,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Listeria phage A500,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavobacterium phage Fpv10,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavobacterium phage Fpv11,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavobacterium phage Fpv5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavobacterium phage Fpv6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavobacterium phage Fpv7,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavobacterium phage Fpv8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus virus 9871,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus virus 9872,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus virus 9874,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage PLE3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodococcus phage RRH1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCP39-O,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCD38-2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCP13O,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCP34O,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Psychrobacter phage Psymv2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Azospirillum phage Cd,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Geobacillus virus E2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodobacter phage RcapMu,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage phiPYB5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nocardia phage NBR1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia phage BcepGomr,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage phi3396,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodococcus phage REQ3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus phage PM1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Staphylococcus phage SpaA1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus phage phIS3501,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage phi297,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage cdtI,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Staphylococcus phage StB20,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage SMP,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella phage SPN3UB,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage HK225,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage mEp043 c-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage mEp237,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage mEp460,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacterial phage mEp213,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Colwellia phage 9A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterococcus phage phiEf11,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage PH10,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Synechococcus phage S-CBS2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Synechococcus phage S-CBS3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Loktanella phage pCB2051-A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio phage pYD21-A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paenibacillus phage PG1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodobacter phage RC1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage Lv-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tetraselmis viridis virus S20,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Synechococcus phage S-CBS4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brochothrix phage NF5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage P9,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCD6356,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage YYZ-2008,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stx2-converting phage 1717,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cyanophage KBS-S-2A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cyanophage MED4-117,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Prochlorococcus phage MED4-184,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia phage HK639,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Synechococcus phage S-CBS1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
